CMST_CASE_JUVENILE_REF,maincrime,crime,age,result,assist,Risk,Need,reci
527163,7,151,14,13,1,0.3525432052581095,0.3500345642064876,0
526883,7,119,16,31,1,0.3250756864242836,0.3350756864242836,0
521904,14,50,15,32,2,0.36052407834564837,0.3414663776413013,0
525802,11,145,16,33,0,0.35309308343946416,0.36618616687892835,0
524893,0,88,14,30,2,0.3438254107360744,0.334781763420093,0
525059,7,166,16,27,2,0.3184362201223657,0.30305441788654736,0
524866,11,145,15,14,1,0.3283135536376842,0.30763897509275795,0
525175,0,88,16,30,1,0.2337815336460965,0.21146460988125312,0
532875,14,94,16,29,0,0.29282645152133113,0.2814132257606656,0
526322,11,146,15,5,1,0.39896503590537735,0.38422377692903303,0
528532,1,95,15,30,1,0.26759911136673253,0.24773125985570926,0
529168,10,147,15,6,1,0.2406998976681454,0.23139979533629085,0
525641,13,88,17,33,1,0.45981700141270426,0.4322941265892923,0
524465,0,88,16,30,1,0.23179609206276267,0.20985645189703606,0
522618,13,123,16,19,0,0.3211275980350903,0.3045589438468921,0
528796,7,144,16,28,0,0.2517402105920977,0.257102409415198,0
524585,0,84,16,30,1,0.3318465883923045,0.3123082354903806,0
526033,0,88,17,30,1,0.23957457240444552,0.22837775085388984,0
525932,6,98,17,31,2,0.23,0.17936394254182936,0
521917,9,104,16,31,2,0.45797320900845273,0.4179732090084527,0
532245,6,122,15,31,1,0.4005452068670247,0.4088723309872396,0
529156,0,79,15,7,1,0.31382039369812037,0.29382039369812035,0
524753,7,139,17,29,0,0.2766622162085843,0.2866622162085843,0
529451,0,88,15,30,0,0.4779775523996147,0.48670074374499916,0
528586,7,119,15,31,2,0.2411779363129374,0.23117793631293743,0
523947,7,119,17,31,1,0.3096633915598408,0.32,0
525507,9,155,17,15,2,0.2338889221733725,0.22314820362228752,0
525758,21,89,16,36,2,0.3289864354568597,0.3534796531852895,0
531650,10,49,17,15,2,0.24868704920767193,0.22434352460383597,0
531195,0,77,16,29,2,0.3354492292443217,0.3254492292443217,0
527471,0,88,16,30,1,0.35341477056767834,0.3334147705676784,0
521578,12,139,16,29,1,0.29128530959272,0.2990230675866532,0
528348,5,114,16,33,0,0.3059355326147466,0.31187106522949326,0
525204,0,88,16,30,1,0.40157451605953737,0.39078725802976866,0
524171,7,119,17,31,1,0.19334372355039112,0.18334372355039114,0
522909,11,142,14,8,1,0.34158092115472877,0.34158092115472877,0
522923,20,164,15,31,2,0.2127755151030756,0.18210374741621638,0
525776,0,87,16,30,2,0.3688907153701571,0.3686133942126964,0
529178,0,83,15,17,1,0.28445821911385644,0.26956657529108513,0
525485,0,73,16,12,1,0.24738366657767585,0.23738366657767584,0
527230,11,146,14,5,1,0.32406774133797456,0.30813548267594915,0
530461,20,110,16,29,1,0.2707194812469456,0.2502398270823152,0
523423,3,103,17,30,1,0.2748052712741907,0.2597663255290288,0
524581,0,85,15,29,1,0.3316970745389466,0.3105656915129822,0
526785,5,111,16,30,1,0.29152773141743926,0.2969096642717991,0
529097,5,112,16,30,1,0.27004804786305836,0.2500480478630584,0
525618,9,114,16,31,1,0.4350298430991562,0.42352685878924057,0
526832,11,146,12,5,0,0.25745600590514295,0.23639086220440825,0
523409,0,70,17,29,1,0.25678256209421935,0.2384782026177742,0
521009,12,130,17,13,0,0.2797126359368406,0.2729501812491208,0
532493,7,166,17,27,1,0.32078257156864,0.31750140967321594,0
525737,9,82,16,32,2,0.30773452896944653,0.30218762317555725,0
528477,5,112,16,30,1,0.26232181701603996,0.24821454467735998,0
531189,13,82,16,27,1,0.2705376773654191,0.2573835698205588,0
527500,5,112,17,30,2,0.18256111960759,0.18256111960759,0
525516,15,13,16,32,2,0.32865680982437245,0.3346272392974898,0
527234,9,154,15,14,1,0.29557653595472577,0.28557653595472576,0
532247,0,88,17,30,1,0.2609239719925171,0.23277191597755123,0
524695,12,107,15,33,0,0.3087772204614016,0.2943886102307008,0
533026,7,165,15,27,1,0.2837988415609141,0.2835274957351346,0
525140,7,119,17,31,0,0.35975920211453905,0.34048159577092185,0
523990,7,119,17,31,2,0.2266736567796461,0.21001048516946916,0
531617,11,146,16,5,1,0.3300744130212148,0.3100744130212148,0
525423,9,152,15,12,1,0.3501612296137904,0.3369353826896507,0
529533,9,49,17,30,0,0.41597104534904605,0.3862228550147307,0
527110,5,164,14,27,0,0.3392481846652003,0.33517727476085735,0
526210,7,117,16,31,1,0.26276550966250506,0.28,0
531698,11,26,17,33,1,0.3558280106523211,0.3630466844205352,0
530767,8,127,15,22,1,0.13298518743063287,0.11967863455135341,0
532222,7,165,16,27,0,0.4101357455684503,0.42027149113690065,0
532140,11,150,15,20,1,0.21513200653761208,0.19964520719137327,0
529752,11,145,16,5,1,0.310047899879434,0.280287399276604,0
526651,1,95,13,30,1,0.342245453024244,0.33204181544363914,0
527035,1,83,15,30,1,0.3056929314048472,0.26853939710727087,0
531852,10,26,16,39,1,0.33029378833080764,0.30137225629405123,0
525036,9,160,16,27,0,0.31629720398130345,0.2598782072990564,0
528747,34,108,17,18,2,0.32789733769119794,0.3098288961519966,0
527845,3,104,16,30,1,0.27,0.27,0
529584,1,96,16,30,1,0.26,0.23732885870333356,0
528274,11,146,16,5,1,0.32616057789234215,0.32,0
524170,7,119,17,31,1,0.19611960966402653,0.18611960966402655,0
525712,0,88,16,30,0,0.3119675113085733,0.3056287631933356,0
530385,7,164,16,25,2,0.3180260794730003,0.325732913909286,0
522596,13,122,16,7,0,0.38577503987604467,0.37885362269777173,0
527183,0,88,17,30,0,0.3232340504662801,0.3198510756994202,0
532910,5,114,16,30,1,0.4110825380823996,0.4210825380823996,0
527978,7,166,17,27,1,0.2529904995139213,0.262242874635441,0
526132,6,123,17,14,1,0.32217346401450836,0.31217346401450835,0
521323,13,123,13,6,1,0.2666411115066663,0.24549592684888805,0
523076,10,54,15,30,1,0.25253762391577095,0.25338349855436126,0
532950,11,146,15,5,0,0.42411892233616455,0.43613960448158456,0
525955,7,119,16,31,1,0.2453454692005845,0.220690938401169,0
531796,18,2,16,33,0,0.26386670295372877,0.247333378692161,0
525908,10,47,17,22,1,0.36123348910792974,0.3260478415827568,0
532959,11,146,15,5,1,0.3981720146521377,0.4051123809525264,0
523085,12,134,15,16,1,0.2989874085718557,0.3013924451431134,0
525371,9,108,16,31,1,0.315794499742475,0.2844862493561874,0
523359,8,156,17,16,1,0.39068189105080464,0.38450422497375136,0
526586,7,166,17,27,1,0.32141209111875385,0.31732810413571866,0
528114,0,88,16,30,0,0.3813953360504678,0.3879069959242982,0
523236,13,122,16,2,2,0.3307088236708395,0.30690294122361317,0
526281,18,92,16,34,1,0.272269973242633,0.28453994648526604,0
529149,8,159,14,19,0,0.27405157237074895,0.2671796945505349,0
528843,10,146,17,5,1,0.28717670539853385,0.2771767053985339,0
531335,33,115,17,3,0,0.4335516576243451,0.4235516576243451,0
532040,8,158,17,29,2,0.36,0.356428984498803,0
531663,7,164,16,25,1,0.2956075468068801,0.29450943350860015,0
526405,1,94,16,30,1,0.31386679654085775,0.3082223304507148,0
532046,11,145,17,33,1,0.2904314222453358,0.28816126421807625,0
523452,9,135,14,14,0,0.3048929217051721,0.29111615213146513,0
523084,12,133,15,2,0,0.3733683171828119,0.3633683171828119,0
524666,11,145,15,11,2,0.334772359270925,0.324772359270925,0
531435,24,98,16,29,1,0.3855014002821716,0.3727507001410858,0
525621,7,158,16,27,2,0.20842002766767098,0.198420027667671,0
530868,7,149,16,28,0,0.32,0.32346746487121075,0
529206,0,88,16,30,1,0.27704698772628394,0.2621764198044885,0
527174,11,146,14,5,1,0.34979058226148585,0.33979058226148584,0
523417,7,119,17,31,2,0.2731086187351265,0.2531086187351265,0
524085,7,119,17,31,1,0.23064992608175755,0.23032496304087877,0
521160,12,126,17,2,1,0.33,0.32,0
524461,0,88,16,30,1,0.2911368219610444,0.26454728784417775,0
529474,7,166,16,27,1,0.27,0.2652929106586215,0
525259,7,166,16,27,1,0.25634500420945344,0.23711357804342686,0
532030,12,53,16,26,0,0.25939441211061204,0.24454580908295903,0
523557,7,166,16,27,1,0.28592484315138117,0.27,0
530841,8,101,16,36,1,0.29703034223137803,0.29703034223137803,0
527977,8,160,16,20,1,0.2748934935371024,0.26829783117903416,0
531421,8,128,15,22,1,0.2636380822278099,0.26033682772547406,0
527184,11,146,14,5,1,0.32025930383261186,0.3005186076652237,0
525029,7,164,14,27,1,0.27478757153188843,0.2552124284681116,0
530015,17,96,15,29,1,0.35544497246818985,0.32272248623409494,0
525129,0,88,16,30,0,0.33040729415614317,0.3110182353903579,0
524468,11,146,16,5,0,0.3961692183923632,0.3961692183923632,0
530206,10,146,12,5,1,0.3000055397568493,0.2800110795136986,0
521363,13,125,16,15,1,0.29734583168110074,0.3,0
527042,9,43,16,31,1,0.2864650264794699,0.2864650264794699,0
526779,0,88,15,30,0,0.27826294810611335,0.2875681273485587,0
531124,29,117,16,6,1,0.36985778989226503,0.3364296498204417,0
524948,0,90,17,30,2,0.27815545591232244,0.24815545591232244,0
523810,8,128,16,31,0,0.32005110288533656,0.31278766704630684,0
532014,10,63,17,29,0,0.25896417059474536,0.24675700471369444,0
521023,11,137,16,3,1,0.29390418540549246,0.263123348324394,0
527258,10,55,14,20,2,0.32185372381065463,0.29963430952663656,0
526996,10,149,15,9,1,0.3991366498434034,0.3929299862355119,0
523558,7,166,17,27,1,0.29180967364840377,0.27,0
524709,23,107,16,32,0,0.3097870354104984,0.3046805531157476,0
525549,7,161,17,22,1,0.29382588311411195,0.2977605892819039,0
523029,13,124,15,20,0,0.35113506028663743,0.3554533869214555,0
533304,7,164,17,24,1,0.41400103360774054,0.38300120587569736,0
529981,8,127,16,22,2,0.2160489869422815,0.21238640252080496,0
523352,11,146,17,5,2,0.4767741173257467,0.4956988231009956,0
531555,7,43,16,37,1,0.33,0.31247714663430287,0
526284,1,90,15,30,1,0.26634774081811863,0.24,0
521335,11,148,16,9,0,0.27868869521427353,0.25421421958822527,0
526936,21,89,17,36,1,0.2940934456010966,0.3011401684016449,0
523029,11,144,15,8,1,0.3741193492580587,0.36705967462902933,0
521009,13,125,17,21,2,0.21103825625725747,0.19324590750870896,0
529229,8,158,16,18,1,0.3114304069472665,0.3076640063156968,0
521578,18,45,16,31,1,0.2737160598892345,0.24045927186708138,0
531883,21,108,15,33,2,0.2570502926624006,0.23742307314647343,0
525909,5,63,17,28,1,0.3104202740589063,0.2836135160392709,0
532786,11,146,17,5,0,0.3173056834948905,0.2973056834948905,0
527351,0,88,16,30,2,0.2699084889815831,0.24990848898158313,0
532958,11,146,16,5,1,0.298079979267107,0.2885538222312773,0
530393,0,88,16,30,0,0.35232803116011185,0.34,0
525023,11,105,17,38,2,0.32699942209646976,0.3134997110482349,0
526162,7,166,17,27,0,0.22360781251539555,0.23360781251539556,0
532047,4,69,16,26,1,0.2749521839239897,0.22499316913199854,0
527221,11,146,14,5,1,0.34103376498066595,0.3212405179767991,0
522220,13,123,17,18,1,0.2783240672592362,0.24456711770366332,0
524104,18,2,16,33,2,0.2508985928620758,0.2408985928620758,0
526980,4,108,16,30,2,0.2994537758442805,0.2826657260318984,0
526694,11,145,15,33,0,0.346901353873625,0.350704061620875,0
527253,15,60,14,30,1,0.33232211579718446,0.31535576840563107,0
526146,9,155,17,15,1,0.27387020865916784,0.2732251738826399,0
524606,11,89,16,34,1,0.3539513361610137,0.350654355935191,0
523293,1,93,16,28,1,0.34144500179706283,0.3285549982029372,0
525130,0,88,16,30,0,0.32863744983399634,0.31,0
527746,7,119,17,31,2,0.26665225520468017,0.2766522552046802,0
524672,9,137,15,32,1,0.46325748224889723,0.449401825288429,0
529584,2,99,16,30,1,0.26,0.23618912013773544,0
528497,3,103,15,30,1,0.29980590158360704,0.29019409841639293,0
526277,5,88,15,31,1,0.2876048485124848,0.28479030297503044,0
525337,13,88,16,33,1,0.3423146918040716,0.33878846748706565,0
529820,2,89,15,18,0,0.3564521590356801,0.3326886817666348,0
533191,0,88,16,30,0,0.3536281831413847,0.33135681928448724,0
529729,28,124,17,2,1,0.26518594262489603,0.2501239617499307,0
531898,16,136,16,10,2,0.31,0.29541534704578437,0
531289,14,118,17,22,2,0.164775154806596,0.15477515480659598,0
530274,0,89,16,29,1,0.3273618649341141,0.3170320980508784,0
523357,11,146,17,5,2,0.47324227482719705,0.4909896997695961,0
522676,12,131,16,13,0,0.24572073882819628,0.22572073882819627,0
525128,0,88,16,30,0,0.3200227631409903,0.29802731576918834,0
524677,11,147,16,10,1,0.3013815758655032,0.28850876782067086,0
526291,22,110,15,15,1,0.25,0.23466648459231373,0
531544,10,34,17,38,1,0.34615128345104124,0.3261512834510412,0
528359,5,106,16,34,2,0.3334876678013257,0.32930170932616,0
529281,5,73,15,31,2,0.29209782730650985,0.2615733704798824,0
525192,9,103,17,31,1,0.15290003250722467,0.1329000325072247,0
524916,0,88,16,30,1,0.34813790076758727,0.33085053435678297,0
524658,11,145,15,24,2,0.3875491962769334,0.3775491962769334,0
525526,10,148,17,7,2,0.23247284758424722,0.2149456951684944,0
527691,7,56,15,32,1,0.2520179853219215,0.23201798532192153,0
527744,7,138,16,29,1,0.3089964790646966,0.30266431937646443,0
532246,0,88,17,30,1,0.2825281748388136,0.2566242066276888,0
528733,4,79,16,20,1,0.25036757106910074,0.24649314252532376,0
528605,7,166,16,27,0,0.39282982414649037,0.38439074922408223,0
525198,0,88,16,30,2,0.37018232468825424,0.357471626932641,0
524158,7,119,17,31,1,0.22406269442539306,0.21406269442539308,0
527734,6,115,16,30,1,0.28397715760650827,0.27397715760650826,0
526980,6,118,16,30,2,0.3297076354228731,0.32,0
529277,9,62,15,32,2,0.24586757995287242,0.22586757995287243,0
532768,10,48,14,31,2,0.37114545104840985,0.3455727255242049,0
529103,0,88,17,30,0,0.4025559096653655,0.39798189460959305,0
530402,8,158,16,19,1,0.3278559035315345,0.3414270842378414,0
523191,1,90,16,27,1,0.4132676409026125,0.3557922755641328,0
529121,2,77,16,30,0,0.3600971781080269,0.3538107363175168,0
529123,0,88,16,30,1,0.3500451885132438,0.3340632639185413,0
527866,11,57,17,32,2,0.24948906200183826,0.24931874933578435,0
526351,8,101,16,31,1,0.26177046397146914,0.2464590720570617,0
522753,13,122,16,13,2,0.31269769433929345,0.30920922264282613,0
529583,0,91,16,30,1,0.26,0.23877340762668672,0
532207,12,57,16,13,2,0.3715438737245195,0.30747223336524465,0
522911,8,151,14,12,2,0.3489122384154489,0.34336835762317336,0
529424,0,88,15,30,0,0.3679377431261927,0.3969936513827089,0
530949,7,166,16,27,0,0.2650783314435526,0.2634377752580701,0
521344,12,131,16,19,0,0.294618957454014,0.29538104254598596,0
529840,7,119,14,31,1,0.4067656585574897,0.3959809214208276,0
531078,8,157,15,17,1,0.36,0.37178733997887864,0
526981,0,88,17,30,1,0.24876054494989028,0.22226476292984637,0
529465,0,88,15,30,1,0.32157419615856386,0.3020989282114185,0
531889,26,110,14,34,2,0.23428050436404638,0.21051332333932754,0
529424,9,96,16,21,2,0.2521095749978802,0.23079450416419361,0
525101,9,134,15,16,1,0.3044426955442253,0.300041053407909,0
528795,7,166,16,27,0,0.2151526801211922,0.21484731987880779,0
527436,0,88,16,30,1,0.32566562467099774,0.3101415174341399,0
531280,8,127,15,22,0,0.30871333583352967,0.31548722451406885,0
528681,20,166,16,32,2,0.2291295102162432,0.22669497415857834,0
529284,3,79,14,30,1,0.2889548713136897,0.26361384584451475,0
524397,11,145,16,27,0,0.2802738093009327,0.3022007934873506,0
529430,14,100,15,18,0,0.36274309941029736,0.38,0
529557,11,51,17,30,0,0.35729868626431804,0.3362560167979869,0
526782,0,88,16,30,0,0.3000996506014404,0.31009965060144035,0
532955,11,146,16,5,1,0.23234521820231746,0.21234521820231744,0
525160,7,166,16,27,2,0.25378933908004736,0.2522366738500592,0
532972,7,126,16,13,1,0.36,0.36,0
523114,13,124,14,19,1,0.34208310567945716,0.3269639930164449,0
526401,7,166,16,27,1,0.4697536062846309,0.4997246187887052,0
525628,7,150,16,28,0,0.47315030931258956,0.4697940979766632,0
521581,18,105,16,32,2,0.19765991332337854,0.19423628483943503,0
528482,0,90,15,30,1,0.31429660127452486,0.2850127014869457,0
526717,11,145,14,24,1,0.3443413799305249,0.35868275986104986,0
527015,2,98,16,30,1,0.2723599718718201,0.25893815113289465,0
529251,2,79,15,30,1,0.3084368620575396,0.28113225430034716,0
527832,7,152,16,28,1,0.24830791485855877,0.24830791485855877,0
530830,9,121,16,30,1,0.2469503252143698,0.22423758130359245,0
529973,3,104,17,30,1,0.2655397585968579,0.26018937928563046,0
532030,11,52,16,25,1,0.2697796508624795,0.2531864339083197,0
523301,3,71,16,26,1,0.3601731103394943,0.34353529539607663,0
531549,13,99,15,18,1,0.27322218315560987,0.26322218315560986,0
527693,9,41,16,28,1,0.22072045507292798,0.20072045507292802,0
533050,8,159,17,19,2,0.25013698978164556,0.2333561649636076,0
532767,10,48,14,31,2,0.36690061332540774,0.3434503066627039,0
528847,0,88,16,30,2,0.2532835669952483,0.22725370719239724,0
523079,10,71,15,28,1,0.2588719301319738,0.26182924017596504,0
526818,2,106,15,36,1,0.5032944789632703,0.5227786696527527,0
531900,34,107,14,31,1,0.31166271900009024,0.29841212685010376,0
525731,3,105,16,30,2,0.3385947254303041,0.3214868135757603,0
521564,11,140,16,23,1,0.3240953086813729,0.34638123472549154,0
525444,7,166,17,27,2,0.2183111839562111,0.2183111839562111,0
524675,11,145,15,33,2,0.5785635116580771,0.5578452674871157,0
529439,7,34,15,33,2,0.3456122600344671,0.33841839005170066,0
532868,14,152,17,20,2,0.2996167818349442,0.2896167818349442,0
524203,0,88,17,29,0,0.3678489544497659,0.3676099493886288,0
521867,13,126,16,23,1,0.24227014102414035,0.24072416922896842,0
529106,14,20,16,32,1,0.3206256705427302,0.33625057475091163,0
530203,11,146,12,5,2,0.3059685063382898,0.28477480507063185,0
527034,0,89,16,30,1,0.24823409227359863,0.24752772918303806,0
529441,2,66,15,31,0,0.49247430679285664,0.5071936742142852,0
530372,9,151,15,11,2,0.4122319174350581,0.407038652905843,0
529029,5,112,15,30,2,0.1317339833230518,0.11173398332305182,0
520994,13,123,17,18,1,0.19145010341926252,0.16974012410311504,0
526979,0,91,16,30,2,0.2514848762837175,0.22403707101343256,0
531143,11,145,16,33,0,0.4840733874149332,0.49407338741493323,0
529180,7,166,17,27,2,0.21254578090171575,0.21254578090171575,0
528447,10,47,16,31,1,0.27111169510971017,0.2612969776279952,0
525697,25,127,17,3,1,0.28651513711383114,0.2700932245841259,0
525505,7,165,17,26,2,0.24948263150447644,0.2489652630089529,0
526535,8,101,17,31,0,0.41838543347328544,0.39515630041985633,0
530458,8,113,17,31,0,0.2798870667553123,0.2653826788442896,0
525151,7,119,17,31,1,0.35,0.36,0
522766,11,134,14,3,1,0.3701391653842467,0.3504174961527401,0
532880,0,88,16,30,0,0.31,0.2973214340693533,0
528474,1,80,15,30,1,0.31,0.28568416389826395,0
525684,34,117,16,2,1,0.24361269665206295,0.2248169288694173,0
531056,11,149,15,47,2,0.38,0.38,0
532892,2,97,16,30,1,0.39518274234943135,0.40518274234943136,0
533244,8,130,16,19,0,0.4481140548882982,0.4293596768436175,0
532118,7,123,16,27,0,0.31657843447443945,0.32507130406767226,0
525450,7,166,16,27,1,0.30106629847438193,0.28137095518134825,0
524909,0,88,16,30,1,0.3594719769002886,0.34596263586705145,0
531521,19,81,16,20,0,0.3239466385172314,0.30785815494826635,0
522910,6,157,15,20,2,0.3379436397608124,0.32691545964121854,0
525802,10,140,15,10,1,0.306622878790643,0.28857097222475603,0
525117,3,105,17,30,0,0.3080417553308936,0.2948668085294297,0
521030,13,125,16,17,1,0.29444885464205584,0.2717491818871827,0
524671,11,145,15,33,2,0.5563114099323889,0.5377919468116148,0
529927,11,146,14,5,2,0.28286161440947855,0.2676205381364929,0
527230,11,146,14,5,1,0.32033236309527713,0.3003323630952771,0
527697,10,51,14,33,2,0.24,0.22005891433133895,0
532686,11,146,16,5,2,0.2828907962915168,0.2553461860613295,0
532032,11,51,16,24,1,0.26873249922032433,0.2515493744152432,0
522170,13,123,17,18,1,0.32606728619972813,0.30196635690013596,0
525779,4,88,16,31,0,0.363645349689018,0.3621182167703273,0
526552,2,98,16,30,1,0.3782471754019243,0.35235954188995794,0
530028,0,88,15,29,1,0.35982587511553615,0.3298258751155362,0
527594,1,83,15,29,1,0.3056825044880807,0.28352375673212105,0
529269,11,58,14,33,1,0.21159673921264494,0.21079836960632248,0
525975,7,117,17,31,1,0.25741712226415076,0.2422513667924523,0
524593,8,132,15,18,1,0.3730987958125124,0.3681988591908012,0
528010,9,37,16,39,0,0.29,0.23464209150646556,0
522400,13,126,14,21,1,0.27181219114159194,0.2529602012016757,0
521803,13,119,14,23,1,0.41509020475444375,0.41886275594305467,0
528577,7,129,15,30,1,0.24,0.23,0
529219,0,88,16,30,1,0.2953828082512316,0.2752734344651654,0
521756,13,122,17,6,1,0.3384705476116967,0.3098234583204692,0
527373,7,134,16,29,0,0.2434486354856081,0.2301383625827297,0
527408,0,88,16,30,0,0.37959729606547127,0.3802013519672644,0
532644,7,165,16,26,2,0.27969478477726,0.28847392388629994,0
531439,21,64,15,34,1,0.29078767590746146,0.28078767590746145,0
525425,9,153,15,13,1,0.3825829645491934,0.3762914822745967,0
525550,7,166,17,27,1,0.304885799515225,0.31403343276776247,0
529298,4,74,15,31,2,0.23327519358014812,0.21327519358014813,0
529937,0,89,17,30,2,0.34931864766308945,0.33931864766308945,0
522328,13,123,17,18,1,0.3061807359552099,0.3008162879216173,0
526571,8,157,17,29,1,0.20374431860720799,0.18218039825900997,0
526777,6,91,15,30,0,0.2937497961007697,0.2982498776604618,0
527147,2,160,17,27,1,0.2924628243128485,0.30123141215642424,0
528445,10,48,16,31,2,0.31989264249247257,0.31543626943608066,0
530389,7,165,15,26,1,0.3624713170032057,0.3424713170032057,0
530776,7,125,15,30,0,0.11676967255585899,0.10543118892806605,0
530286,8,131,13,11,1,0.2697766179509953,0.2522486951948697,0
522188,13,123,17,18,2,0.3058897037697875,0.2718713210647521,0
523846,6,97,15,31,0,0.39452941318161333,0.3821078443180111,0
523534,23,102,17,10,0,0.3380785805578396,0.3180785805578396,0
529722,15,101,17,17,2,0.2662261169463935,0.25622611694639347,0
522475,11,146,11,5,1,0.3262207425558172,0.28982535201266546,0
522559,21,114,15,12,0,0.3718470789794338,0.36421649477532053,0
526897,7,119,16,31,0,0.36494199713791253,0.37494199713791254,0
529925,11,146,14,5,1,0.2969342382953559,0.27693423829535596,0
527688,6,59,15,31,1,0.2592765915822553,0.2392765915822553,0
523331,1,77,14,5,1,0.3150161531923621,0.3025242297885431,0
528265,11,145,17,28,2,0.311732713432472,0.318267286567528,0
529170,9,153,13,13,2,0.2518819983871951,0.24569379854847564,0
533024,8,159,15,28,1,0.326364867220476,0.323053090990442,0
525553,7,165,17,26,1,0.3066408603741472,0.3153811830144524,0
523101,13,122,15,8,0,0.3904314250308667,0.3804314250308667,0
530955,7,153,17,28,0,0.27261545632980394,0.27261545632980394,0
531567,1,79,15,31,1,0.33,0.31851384189109333,0
521330,11,139,15,4,0,0.2969965467438596,0.26699654674385964,0
528270,11,145,16,33,1,0.31,0.3178544053557276,0
528845,0,88,16,30,2,0.24043888398867827,0.2067022143818852,0
526959,3,71,16,31,2,0.25764630616453627,0.23823472962340217,0
530256,7,161,17,27,1,0.27,0.25208412648648476,0
532124,10,140,16,10,0,0.3555371025377261,0.35760323074662237,0
531435,7,118,14,30,1,0.20608126634148907,0.19608126634148906,0
531189,0,73,16,29,2,0.3376966084927454,0.3276966084927454,0
523409,0,69,17,29,1,0.25049222464404475,0.2304343158623924,0
530469,1,96,17,30,0,0.3128659650837243,0.2982927720669794,0
532522,10,139,16,30,1,0.37975845529480134,0.37487922764740067,0
532112,8,158,15,18,1,0.31471780185853926,0.3208602683187015,0
523071,11,141,15,6,1,0.3448802584357221,0.33736030150834245,0
531289,9,134,14,16,2,0.26525268474633623,0.2609510531858651,0
531270,7,166,17,27,2,0.09009298404766367,0.07511623005957957,0
533334,10,147,16,6,1,0.3987437420428955,0.3979933248457552,0
525188,11,145,15,7,1,0.3751436523448759,0.35352486979316783,0
528461,17,2,16,33,0,0.32873090933707527,0.32841363667134404,0
529522,1,81,15,30,0,0.3611890641319,0.34799218866564285,0
525059,7,166,16,27,2,0.3200516659843572,0.3044903697638731,0
532634,13,153,16,20,1,0.27233737890889315,0.27722896484815523,0
527220,11,146,15,5,2,0.3386542399386137,0.32,0
526809,9,153,14,13,1,0.2687514156394063,0.24241202880802012,0
524449,2,96,17,30,2,0.3527627967013508,0.3713813983506754,0
525425,6,98,16,31,0,0.3524694803868488,0.3390929544061912,0
528951,6,62,16,30,1,0.296248588453757,0.286248588453757,0
522629,13,122,16,9,0,0.3357636909890236,0.3258655164542267,0
524950,3,104,16,30,1,0.25848245494747624,0.23924122747373813,0
530042,0,88,16,30,1,0.30542362427217445,0.28451968689347873,0
525552,0,88,15,30,1,0.30896036557167733,0.29284031987521764,0
525270,10,150,13,7,2,0.3480677715962032,0.32806777159620326,0
528061,8,102,16,34,2,0.2472336416529879,0.19,0
525382,0,82,16,29,1,0.31455598765538595,0.31485199588512863,0
531305,22,91,17,32,0,0.27572690012763545,0.26572690012763545,0
522804,13,124,15,10,1,0.2249940443925205,0.21249702219626024,0
533306,7,166,16,27,1,0.35625173699370283,0.33422026986949,0
525173,0,88,16,30,1,0.20387916214607438,0.177290471024085,0
527969,10,142,15,8,1,0.3326011113784436,0.2885202222756887,0
523329,0,83,15,8,1,0.32378817420834594,0.3137881742083459,0
532229,3,72,17,24,1,0.315005691647333,0.269289779748095,0
529731,4,110,16,31,2,0.29558253842574006,0.2972694422450451,0
527637,4,102,17,30,1,0.36073197882736036,0.354162909337675,0
527174,0,80,17,20,0,0.3203525594197679,0.3155288391296519,0
524666,35,92,15,44,2,0.34993286399884654,0.3299328639988466,0
523262,11,132,16,8,2,0.29311323157801744,0.2855256270668721,0
524844,10,30,15,36,0,0.4338083525082896,0.4214952600094738,0
523085,12,135,15,14,1,0.3017862010258693,0.30307172061552157,0
525956,8,110,17,31,1,0.2420318879840766,0.19609566395222977,0
530061,3,102,17,30,0,0.2952732268743015,0.2847267731256985,0
526311,11,145,15,4,2,0.4167611778400141,0.3967611778400142,0
526650,3,103,14,30,1,0.3544550827669328,0.3540191489804791,0
525790,0,88,17,30,1,0.37,0.37,0
529999,10,93,16,29,1,0.3269164492909844,0.3084582246454922,0
530646,7,164,14,27,1,0.2509194298897638,0.2509194298897638,0
529322,11,146,16,5,1,0.3294909686918113,0.322688560342961,0
529176,10,150,16,9,2,0.23792422640501007,0.23,0
524514,0,88,12,30,1,0.44385406576660036,0.42307296711669984,0
530740,7,156,15,27,0,0.29447467980606123,0.2714915599353538,0
528339,7,133,16,29,0,0.2887530450254395,0.2926824864612794,0
525201,1,89,17,30,2,0.36977117981183827,0.35856202700431183,0
530936,0,88,16,30,0,0.4003191479922382,0.39785904149126805,0
528535,4,106,17,30,1,0.268727668175026,0.2728316207714583,0
527264,10,63,15,11,2,0.3141519096052271,0.2803797740130678,0
529337,8,160,15,20,1,0.3213999765692058,0.30519996875894106,0
524174,10,37,16,31,1,0.3115647453139895,0.3057212198453884,0
532884,10,147,15,6,1,0.30603926056204533,0.2860392605620453,0
530198,8,156,15,16,1,0.3344561362425196,0.32,0
532044,11,145,17,33,1,0.32568419958300215,0.3194970662960019,0
527409,7,119,16,31,0,0.35803755695113776,0.3872525797315929,0
529241,11,145,16,23,1,0.3668282106815363,0.3634141053407682,0
528457,7,166,15,27,2,0.3197444042913132,0.30981743163665226,0
527872,14,64,17,32,2,0.25743354777362104,0.2514867095547242,0
